Order_id,Order_Date, Unit_Cost , Unit_Price ,Order_Qty,Channel,Promotion_Name,Product_Name,Product_SubCategory,Product_Category,State,Zone
14170,3 03 2013,231.68,627,9,Store,Deeper Promotion,A. Datum SLR Camera X140 Pink,Digital SLR Cameras,Cameras and camcorders ,Akwa Ibom,South South
14172,21 09 2012,2.15,49.99,5,Store,No Discount,Kekule Rechargeable Li-Ion Battery Pack E300 White,Cameras & Camcorders Accessories,Cameras and camcorders ,Delta,South South
14173,8 10 2012,29.46,129,6,Reseller,Winners Promotion,The Phone Company Smart phones without camera E100 Pink,Smart phones & PDAs ,Cell phones,Delta,South South
14174,14 07 2013,808.36,"1,520.00",12,Store,Adventist Promotion,Fabrikam Independent filmmaker 2/3'' 17mm X100 White,Camcorders,Cameras and camcorders ,Delta,South South
14175,7 11 2014,14.44,24.99,16,Reseller,Convention Promotion,Kekule Mini Battery Charger Kit E320 Black,Cameras & Camcorders Accessories,Cameras and camcorders ,Ogun,South West
14177,1 03 2012,99.75,268,12,Store,New Year Promotion,"The Phone Company Touch Screen Phones 26-1.4"" M250 Grey",Touch Screen Phones ,Cell phones,Abia,South East
14178,26 02 2012,64.25,229,9,Store,Hammartan Promotion,Kekule Projector 480p M480 White,Projectors & Screens,Computers,Kebbi,North West
14179,5 12 2012,18.73,186.9,36,Online,Deeper Promotion,A. Datum Bridge Digital Camera M300 Orange,Digital Cameras,Cameras and camcorders ,Ebonyi,South East
14180,28 03 2012,229.16,329,10,Store,No Discount,Kekule Home Theater System 4.1 Channel M1410 Black,Home Theater System,TV and Video,Akwa Ibom,South South
14182,12 06 2013,25.88,119,12,Catalog,Adventist Promotion,SV 16xDVD M320 Black,VCD & DVD,TV and Video,Ebonyi,South East
14183,1 12 2013,59.62,268,13,Store,Winners Promotion,"The Phone Company Touch Screen Phones 26-1.4"" M250 Gold",Touch Screen Phones ,Cell phones,Ebonyi,South East
14184,9 11 2013,156.93,299,13,Store,Xmas Holiday Promotion,Proseware Screen 113in X1609 Black,Projectors & Screens,Computers,Enugu,South East
14185,11 12 2011,134,499,9,Store,Deeper Promotion,Kekule Projector 480p M481 Black,Projectors & Screens,Computers,Zamfara,North West
14186,2 02 2012,65.2,229,12,Online,New Year Promotion,Proseware Projector 480p LCD12 White,Projectors & Screens,Computers,Nasarawa,North Central
14187,15 01 2014,239.2,410,9,Store,Deeper Promotion,Fabrikam Budget Moviemaker 2/3'' 17mm E100 White,Camcorders,Cameras and camcorders ,Ebonyi,South East
14188,21 07 2012,104.68,436.2,12,Store,Adventist Promotion,"Fabrikam SLR Camera 35"" X358 Silver Grey",Digital SLR Cameras,Cameras and camcorders ,Anambra,South East
14189,4 07 2012,233.35,568,10,Reseller,No Discount,"Kekule SLR Camera 35"" X358 Grey",Digital SLR Cameras,Cameras and camcorders ,Ogun,South West
14190,2 11 2012,2.19,11.9,6,Store,Winners Promotion,Kekule Cables To Go USB 2.0 Hard Drive Enclosure E920 Grey,Computers Accessories,Computers,Kaduna,North West
14192,6 12 2011,11.09,15.9,6,Store,Xmas Holiday Promotion,Kekule USB Wave Multi-media Keyboard E280 White,Computers Accessories,Computers,Jigawa,North West
14194,2 02 2014,28.32,39.9,36,Online,Deeper Promotion,Kekule Dual USB Power Adapter - power adapter E300 Black,Computers Accessories,Computers,Ebonyi,South East
14196,9 09 2012,7.42,299.23,8,Store,Convention Promotion,Kekule 8GB Clock & Radio MP3 Player X850 Green,MP4&MP3,Audio,Nasarawa,North Central
14197,7 11 2012,8.14,26.9,6,Catalog,Winners Promotion,Kekule Bright Light battery E20 Pink,Computers Accessories,Computers,Ebonyi,South East
14198,13 09 2013,203.66,268,10,Store,No Discount,The Phone Company PDA GPS Phone 3.5 inch M910 Black,Smart phones & PDAs ,Cell phones,Borno,North East
14199,9 04 2013,13.67,44,10,Store,No Discount,SV Keyboard E10 White,Computers Accessories,Computers,Delta,South South
14201,4 07 2014,78.53,134,12,Store,Adventist Promotion,Kekule 8GB MP3 Player new model M820 Yellow,MP4&MP3,Audio,Borno,North East
14202,11 09 2014,331.49,569,10,Online,No Discount,Litware Home Theater System 5.1 Channel M515 Black,Home Theater System,TV and Video,Kwara,North Central
14203,16 10 2014,70.49,129.99,120,Store,Winners Promotion,Kekule Bluetooth Active Headphones L15 Red,Cell phones Accessories,Cell phones,Cross River,South South
14204,19 10 2014,109.08,288,13,Reseller,Xmas Holiday Promotion,The Phone Company Smart phones 320 x 320 M86 Grey,Smart phones & PDAs ,Cell phones,Kwara,North Central
14205,30 03 2012,5.46,116,10,Store,No Discount,Proseware Mobile Receipt and Document Scanner M200 Black,"Printers, Scanners & Fax",Computers,Akwa Ibom,South South
14206,14 08 2012,190.25,500,12,Store,Adventist Promotion,SV Car Video LCD7W M7080 Brown,Car Video,TV and Video,Kaduna,North West
14208,4 09 2012,52.02,200,10,Store,No Discount,A. Datum Rangefinder Digital Camera X200 Silver,Digital Cameras,Cameras and camcorders ,Ebonyi,South East
14209,1 11 2012,7.8,47.95,4,Store,Convention Promotion,NT Wireless Bluetooth Stereo Headphones E102 Silver,Bluetooth Headphones,Audio,Jigawa,North West
14210,10 10 2012,111.74,627,24,Online,Convention Promotion,A. Datum SLR Camera X138 Silver Grey,Digital SLR Cameras,Cameras and camcorders ,Nasarawa,North Central
14212,13 05 2014,2.05,33.9,20,Online,No Discount,Kekule Primary Extended Capacity Battery Pack - notebook battery X100 Grey,Computers Accessories,Computers,Nasarawa,North Central
14213,16 06 2014,57,269,24,Online,No Discount,The Phone Company Smart phones 8 GB of Memory M400 Black,Smart phones & PDAs ,Cell phones,Kwara,North Central
14215,1 02 2012,56.08,148,4,Store,Hammartan Promotion,A. Datum Slim Digital Camera M180 Pink,Digital Cameras,Cameras and camcorders ,Delta,South South
14216,16 05 2012,85.29,255,10,Store,No Discount,The Phone Company PDA Handheld 3.5 inch M610 Silver,Smart phones & PDAs ,Cell phones,Oyo,South West
14218,21 08 2012,152.74,290,12,Store,Adventist Promotion,A. Datum Super-zoom Digital Camera X300 Green,Digital Cameras,Cameras and camcorders ,Ebonyi,South East
14219,17 10 2012,47.01,59.99,6,Store,Winners Promotion,Kekule Travel Charger for S-Series Battery E302 White,Cameras & Camcorders Accessories,Cameras and camcorders ,Borno,North East
14221,5 03 2014,504.79,559,12,Store,New Year Promotion,WWI Desktop PC2.30 M2300 Black,Desktops,Computers,Kwara,North Central
14222,7 03 2012,0.71,23.9,10,Store,No Discount,Kekule Digital camera accessory kit M200 White,Computers Accessories,Computers,Anambra,South East
14223,13 10 2012,66.12,79,6,Store,Xmas Holiday Promotion,Proseware Fax Machine E100 White,"Printers, Scanners & Fax",Computers,Oyo,South West
14224,11 06 2014,22.4,288,12,Store,Adventist Promotion,The Phone Company Smart phones 320 x 320 M86 Gold,Smart phones & PDAs ,Cell phones,Delta,South South
14226,7 03 2012,1.47,4.74,100,Store,No Discount,Kekule Rubberized Snap-On Cover Hard Case Cell Phone Protector E160 Pink,Cell phones Accessories,Cell phones,Cross River,South South
14227,9 05 2012,8.37,9.99,6,Store,Easter Promotion,SV DVD 38 DVD Storage Binder E25 Red,Movie DVD,"Music, Movies and Audio Books",Bauchi,North East
14228,20 04 2012,308.49,369,10,Online,No Discount,SV Car Video LCD7 M7003 Silver,Car Video,TV and Video,Ebonyi,South East
14229,9 11 2012,1.42,99,4,Store,Convention Promotion,WWI LCD17 E200 Black,Monitors,Computers,Jigawa,North West
14230,25 03 2013,283.65,627,9,Store,Hammartan Promotion,A. Datum SLR Camera X138 Silver Grey,Digital SLR Cameras,Cameras and camcorders ,Ondo,South West
14232,22 06 2013,22.02,26.99,12,Store,No Discount,Kekule Phone System Accessory Handset with Charger M308 Black,Home & Office Phones,Cell phones,Sokoto,North West
14233,16 10 2013,28.83,159.99,13,Store,Xmas Holiday Promotion,Kekule DVD 9-Inch Player Portable M300 Black,Movie DVD,"Music, Movies and Audio Books",Edo,South South
14235,28 12 2012,116,129,8,Online,Convention Promotion,The Phone Company Smart phones without camera E100 Black,Smart phones & PDAs ,Cell phones,Nasarawa,North Central
14236,27 07 2012,3.45,4.06,80,Store,August Promotion,Kekule Original K1m Li-Ion Standard Battery E170 Silver,Cell phones Accessories,Cell phones,Zamfara,North West
14237,25 05 2013,6.18,37.95,36,Reseller,Easter Promotion,NT Bluetooth Active Headphones E202 Silver,Bluetooth Headphones,Audio,Kwara,North Central
14238,4 09 2013,208.04,369,24,Store,Adventist Promotion,Simpson Desktop PC1.80 ED180 Black,Desktops,Computers,Ebonyi,South East
14239,16 08 2013,73.97,99,12,Store,Adventist Promotion,Simpson LCD15 E100 Black,Monitors,Computers,Akwa Ibom,South South
14240,6 12 2011,4.66,4.74,160,Store,Deeper Promotion,Kekule Rubberized Snap-On Cover Hard Case Cell Phone Protector E160 Silver,Cell phones Accessories,Cell phones,Delta,South South
14241,20 12 2011,11.7,22.99,9,Store,Deeper Promotion,Kekule Expandable Cordless Phone System M008 White,Home & Office Phones,Cell phones,Kaduna,North West
14242,5 02 2012,195.18,328,4,Online,Deeper Promotion,"Fabrikam SLR Camera 35"" M358 Grey",Digital SLR Cameras,Cameras and camcorders ,Ebonyi,South East
14243,2 04 2012,434.32,999,10,Store,No Discount,WWI Projector 720p DLP56 White,Projectors & Screens,Computers,Delta,South South
14244,21 03 2012,252.38,300,10,Store,No Discount,The Phone Company Smart phones Expert M400 White,Smart phones & PDAs ,Cell phones,Ebonyi,South East
14245,20 05 2014,244.63,819,10,Store,No Discount,Fabrikam Laptop17 M7000 Black,Laptops,Computers,Abia,South East
14249,28 10 2012,10.08,38.99,13,Reseller,Xmas Holiday Promotion,Kekule Private Automatic Branch Exchange M65 White,Home & Office Phones,Cell phones,Kwara,North Central
14251,27 09 2013,41.27,499,20,Online,No Discount,Kekule Projector 480p M481 Black,Projectors & Screens,Computers,Kwara,North Central
14252,7 12 2011,186.75,255,13,Reseller,Xmas Holiday Promotion,The Phone Company PDA Handheld 3.5 inch M610 Black,Smart phones & PDAs ,Cell phones,Kwara,North Central
14256,29 08 2013,352.27,569,10,Store,No Discount,Litware Home Theater System 5.1 Channel M515 Silver,Home Theater System,TV and Video,Sokoto,North West
14257,17 12 2011,30.93,49.99,4,Store,Deeper Promotion,Kekule Rechargeable Li-Ion Battery Pack E300 Silver,Cameras & Camcorders Accessories,Cameras and camcorders ,Akwa Ibom,South South
14259,6 04 2012,196.32,556,10,Store,No Discount,Fabrikam Home and Vacation Moviemaker 1/2'' 3mm M300 Black,Camcorders,Cameras and camcorders ,Ebonyi,South East
14260,7 04 2012,142.73,196,10,Store,No Discount,Proseware 23ppm Laser Printer with Wireless and Wired Network Interfaces M680 White,"Printers, Scanners & Fax",Computers,Ebonyi,South East
14261,16 11 2012,21.51,290,13,Reseller,Xmas Holiday Promotion,A. Datum Super-zoom Digital Camera X300 Silver,Digital Cameras,Cameras and camcorders ,Kwara,North Central
14262,10 03 2013,16.18,99,9,Online,Hammartan Promotion,WWI LCD17 E200 Black,Monitors,Computers,Kwara,North Central
14264,29 02 2012,115.33,230,9,Online,Hammartan Promotion,The Phone Company Smart phones 6-LINE SCREEN M21 Black,Smart phones & PDAs ,Cell phones,Kwara,North Central
14265,5 12 2012,113.85,281,13,Online,Xmas Holiday Promotion,A. Datum Consumer Digital Camera E100 Silver,Digital Cameras,Cameras and camcorders ,Kwara,North Central
14266,3 11 2012,197.58,308,13,Store,Winners Promotion,The Phone Company Touch Screen Phones Capacitive M908 Gold,Touch Screen Phones ,Cell phones,Delta,South South
14269,17 08 2014,32.75,132.99,10,Store,No Discount,WWI Stereo Bluetooth Headphones New Generation M370 Orange,Bluetooth Headphones,Audio,Kebbi,North West
14271,27 07 2014,87.26,586,9,Store,August Promotion,Fabrikam Laptop14.1 M4100 White,Laptops,Computers,Adamawa,North East
14273,24 06 2012,70.6,77.99,12,Catalog,Adventist Promotion,Kekule Genuine Leather Grip Belt E322 White,Cameras & Camcorders Accessories,Cameras and camcorders ,Ebonyi,South East
14274,19 10 2012,737.44,"1,560.00",26,Online,Xmas Holiday Promotion,Fabrikam Independent Filmmaker 1/2'' 3mm X300 Black,Camcorders,Cameras and camcorders ,Kwara,North Central
14276,14 10 2013,6.91,16.99,13,Online,Xmas Holiday Promotion,Kekule Phone with 13-Number Memory (210) M301 Grey,Home & Office Phones,Cell phones,Kwara,North Central
14277,18 01 2013,36.28,36.99,9,Store,Deeper Promotion,Kekule Multi-Use Terminal Cable E308 White,Cameras & Camcorders Accessories,Cameras and camcorders ,Anambra,South East
14279,23 11 2012,23.38,36.99,6,Store,Winners Promotion,Kekule Multi-Use Terminal Cable E308 White,Cameras & Camcorders Accessories,Cameras and camcorders ,Akwa Ibom,South South
14280,18 09 2013,70.57,119,10,Reseller,No Discount,SV 16xDVD M320 Black,VCD & DVD,TV and Video,Delta,South South
14281,29 01 2012,222.19,499,12,Online,New Year Promotion,WWI Projector 480p DLP12 White,Projectors & Screens,Computers,Nasarawa,North Central
14284,4 11 2012,38.98,184.5,13,Store,Winners Promotion,A. Datum Consumer Digital Camera M300 Orange,Digital Cameras,Cameras and camcorders ,Akwa Ibom,South South
14285,17 05 2012,330.11,382.95,10,Store,No Discount,WWI Laptop12 M0120 Black,Laptops,Computers,Borno,North East
14288,26 03 2012,14.22,319,12,Store,New Year Promotion,SV Car Video TFT7 M7002 Brown,Car Video,TV and Video,Oyo,South West
14289,19 08 2012,32.09,99,6,Store,Adventist Promotion,Proseware LCD17 E200 Black,Monitors,Computers,Delta,South South
14291,29 05 2012,292.19,382.95,10,Online,No Discount,Proseware Laptop12 M210 Black,Laptops,Computers,Ebonyi,South East
14293,2 12 2013,115.54,139,13,Catalog,Winners Promotion,Proseware Screen 85in E1010 Black,Projectors & Screens,Computers,Ebonyi,South East
14294,28 02 2012,51.35,200,9,Online,Hammartan Promotion,A. Datum Rangefinder Digital Camera X200 Silver,Digital Cameras,Cameras and camcorders ,Kwara,North Central
14295,8 09 2012,48.53,436.2,8,Store,Convention Promotion,"Fabrikam SLR Camera 35"" X358 Pink",Digital SLR Cameras,Cameras and camcorders ,Bayelsa,South South
14296,5 08 2013,83.41,312,10,Store,August Promotion,A. Datum SLR Camera M137 Grey,Digital SLR Cameras,Cameras and camcorders ,Imo,South East
14298,13 09 2013,242.31,300,10,Store,No Discount,Kekule Touch Screen Phones Infrared M901 Black,Touch Screen Phones ,Cell phones,Anambra,South East
14299,23 09 2013,273.49,328,10,Store,No Discount,"Fabrikam SLR Camera 35"" M358 Blue",Digital SLR Cameras,Cameras and camcorders ,Kebbi,North West
14301,28 12 2013,0.62,49.96,16,Store,Convention Promotion,Kekule Carrying Case E312 Pink,Cameras & Camcorders Accessories,Cameras and camcorders ,Zamfara,North West
14303,19 06 2012,3.36,41.99,6,Reseller,No Discount,SV PCI Network Adapter E905 Silver,Computers Accessories,Computers,Kwara,North Central
14304,5 09 2012,104.33,329,10,Store,No Discount,Kekule Home Theater System 4.1 Channel M1410 Silver,Home Theater System,TV and Video,Ebonyi,South East
14305,26 05 2013,33.14,230,10,Store,No Discount,The Phone Company Smart phones 6-LINE SCREEN M21 White,Smart phones & PDAs ,Cell phones,Ebonyi,South East
14306,22 11 2014,575.89,655,8,Store,Convention Promotion,Fabrikam Home and vacation moviemaker 2/3'' 17mm M103 Black,Camcorders,Cameras and camcorders ,Zamfara,North West
14308,18 04 2012,109.68,358,10,Store,No Discount,"Kekule SLR Camera 35"" M358 Blue",Digital SLR Cameras,Cameras and camcorders ,Osun,South West
14309,23 06 2012,169.16,169.99,5,Store,No Discount,"Simpson 20"" CRT TV E15 Black",Televisions,TV and Video,Kogi,North Central
14310,4 04 2013,144,169.99,10,Store,No Discount,"Simpson 20"" CRT TV E15 Silver",Televisions,TV and Video,Ebonyi,South East
14311,23 05 2014,137.49,290,10,Store,No Discount,A. Datum Super-zoom Digital Camera X300 Grey,Digital Cameras,Cameras and camcorders ,Ebonyi,South East
14312,28 03 2014,10.06,59.99,18,Store,Hammartan Promotion,Kekule 4G MP3 Player E400 Orange,MP4&MP3,Audio,Sokoto,North West
14313,31 05 2014,41.85,41.99,60,Catalog,No Discount,SV PCI Network Adapter E903 Silver,Computers Accessories,Computers,Ebonyi,South East
14315,27 05 2012,2.04,11.9,5,Store,No Discount,Kekule 90W AC/DC Power Adapter E300 Black,Computers Accessories,Computers,Zamfara,North West
14316,18 09 2012,42.86,68,10,Store,No Discount,Kekule Lens Adapter M450 White,Cameras & Camcorders Accessories,Cameras and camcorders ,Edo,South South
14318,6 06 2013,135.37,198,12,Store,Adventist Promotion,A. Datum Point n' Shoot Digital Camera M500 Grey,Digital Cameras,Cameras and camcorders ,Ebonyi,South East
14319,27 08 2014,167.64,436.2,36,Online,Adventist Promotion,"Fabrikam SLR Camera 35"" X358 Gold",Digital SLR Cameras,Cameras and camcorders ,Ebonyi,South East
14320,3 09 2014,114.65,170,48,Catalog,Adventist Promotion,Fabrikam Social Videographer 1/2'' 3mm E300 Black,Camcorders,Cameras and camcorders ,Ebonyi,South East
14322,9 12 2013,5.98,436.2,8,Store,Convention Promotion,"Fabrikam SLR Camera 35"" X358 Blue",Digital SLR Cameras,Cameras and camcorders ,Oyo,South West
14323,8 07 2014,147.7,559,12,Store,Adventist Promotion,WWI Desktop PC2.30 M2300 White,Desktops,Computers,Kaduna,North West
14324,1 07 2014,9.14,14.99,24,Store,No Discount,Kekule General Soft Carrying Case E318 Blue,Cameras & Camcorders Accessories,Cameras and camcorders ,Benue,North Central
14326,20 08 2014,23.2,559,12,Store,Adventist Promotion,WWI Desktop PC2.30 M2300 Black,Desktops,Computers,Zamfara,North West
14328,10 12 2013,100.01,299.23,6,Online,Xmas Holiday Promotion,Kekule 8GB Clock & Radio MP3 Player X850 Green,MP4&MP3,Audio,Kwara,North Central
14330,14 08 2012,19.31,36.99,4,Store,August Promotion,Kekule Multi-Use Terminal Cable E308 White,Cameras & Camcorders Accessories,Cameras and camcorders ,Jigawa,North West
14333,19 07 2013,354.25,382.95,20,Reseller,No Discount,Simpson Laptop12 M1201 White,Laptops,Computers,Kwara,North Central
14334,12 08 2013,167.42,229,10,Online,No Discount,WWI Projector 480p LCD12 Black,Projectors & Screens,Computers,Kwara,North Central
14335,27 10 2013,80.12,129,8,Reseller,Convention Promotion,Kekule Multimedia Speakers M25 Black,Computers Accessories,Computers,Ogun,South West
14336,25 12 2012,102.57,190,26,Online,Xmas Holiday Promotion,Kekule Screen 100in E010 White,Projectors & Screens,Computers,Kwara,North Central
14337,3 05 2012,3.83,12.95,5,Store,No Discount,Kekule Mouse Lock Bundle E200 White,Computers Accessories,Computers,Kaduna,North West
14341,12 04 2014,64.55,200,20,Store,No Discount,The Phone Company Touch Screen Phones - LCD M12 Grey,Touch Screen Phones ,Cell phones,Anambra,South East
14343,21 08 2014,59.97,251,10,Reseller,No Discount,Kekule Screen 106in M060 Silver,Projectors & Screens,Computers,Kwara,North Central
14344,1 01 2012,76.14,199,4,Store,Deeper Promotion,Kekule Home Theater System 2.1 Channel E1220 Brown,Home Theater System,TV and Video,Edo,South South
14345,7 12 2012,156.84,689,9,Store,Deeper Promotion,Litware Home Theater System 5.1 Channel M513 Silver,Home Theater System,TV and Video,Rivers,South South
14346,16 03 2012,9.04,16.99,5,Catalog,No Discount,Kekule 3 Handset Cordless Phone System  E30 Black,Home & Office Phones,Cell phones,Ebonyi,South East
14348,9 07 2013,81.29,"2,295.00",12,Store,Adventist Promotion,Proseware Projector 1080p LCD86 White,Projectors & Screens,Computers,Delta,South South
14350,23 04 2014,20.56,50,20,Store,No Discount,Kekule Bluetooth Notebook Mouse E70 Black,Computers Accessories,Computers,Borno,North East
14352,20 06 2014,4.87,9.99,24,Online,No Discount,Kekule Single-line phones E10 Black,Home & Office Phones,Cell phones,Kwara,North Central
14353,18 12 2011,46.58,184.5,8,Store,Convention Promotion,A. Datum Consumer Digital Camera M300 Orange,Digital Cameras,Cameras and camcorders ,Jigawa,North West
14354,2 03 2012,63.47,99,4,Store,Deeper Promotion,Simpson LCD17 E200 White,Monitors,Computers,Edo,South South
14355,3 06 2012,18.55,332,12,Online,Easter Promotion,Kekule SLR Camera M144 Gold,Digital SLR Cameras,Cameras and camcorders ,Kwara,North Central
14357,19 05 2012,139.88,159.99,10,Store,No Discount,SV DVD 9-Inch Player Portable M300 Silver,Movie DVD,"Music, Movies and Audio Books",Bayelsa,South South
14358,27 04 2012,203.99,268,10,Store,No Discount,The Phone Company PDA GPS Phone 3.5 inch M910 Silver,Smart phones & PDAs ,Cell phones,Anambra,South East
14359,17 04 2012,91.66,268,10,Store,No Discount,A. Datum Interchangeable lens Non-SLR Digital Camera X250 Silver,Digital Cameras,Cameras and camcorders ,Edo,South South
14360,19 10 2012,11.89,22.89,13,Online,Winners Promotion,SV DVD 60 DVD Storage Binder L20 Silver,Movie DVD,"Music, Movies and Audio Books",Ebonyi,South East
14361,27 09 2013,19.7,159,10,Store,No Discount,"Proseware Color Ink Jet Fax, Copier, Phone M250 Grey","Printers, Scanners & Fax",Computers,Oyo,South West
14362,6 02 2012,5.59,410,12,Store,New Year Promotion,Fabrikam Budget Moviemaker 2/3'' 17mm E100 White,Camcorders,Cameras and camcorders ,Ogun,South West
14363,21 12 2012,26.36,627,8,Reseller,Convention Promotion,A. Datum SLR Camera X135 Black,Digital SLR Cameras,Cameras and camcorders ,Ogun,South West
14364,28 01 2013,600.26,890,9,Store,Hammartan Promotion,Fabrikam Business Videographer 1'' 25mm M600 White,Camcorders,Cameras and camcorders ,Anambra,South East
14365,9 02 2013,8.71,9.5,9,Store,Deeper Promotion,Kekule Education Essentials Bundle M300 Black,Computers Accessories,Computers,Delta,South South
14366,1 05 2012,20.32,24.99,5,Store,No Discount,Kekule Mini Battery Charger Kit E320 Black,Cameras & Camcorders Accessories,Cameras and camcorders ,Ekiti,South West
14367,12 04 2012,15.95,21,12,Online,Easter Promotion,Kekule Bedroom Phone with AM/FM Stereo and Call Waiting Caller ID M600 Black,Home & Office Phones,Cell phones,Kwara,North Central
14368,18 06 2014,25.7,149,12,Store,Adventist Promotion,Proseware Duplex Scanner M200 White,"Printers, Scanners & Fax",Computers,Ebonyi,South East
14369,8 04 2014,1.49,14.99,40,Catalog,No Discount,Kekule General Soft Carrying Case E318 Black,Cameras & Camcorders Accessories,Cameras and camcorders ,Ebonyi,South East
14370,5 11 2014,128.62,299.23,6,Store,Winners Promotion,Kekule 8GB Clock & Radio MP3 Player X850 Blue,MP4&MP3,Audio,Borno,North East
14372,5 03 2013,194.78,199,9,Store,Hammartan Promotion,SV Car Video AM/FM E1000 Brown,Car Video,TV and Video,Akwa Ibom,South South
14373,11 09 2012,45.95,49.96,5,Store,No Discount,Kekule Carrying Case E312 Silver,Cameras & Camcorders Accessories,Cameras and camcorders ,Anambra,South East
14374,4 05 2013,1.93,13.89,10,Store,No Discount,Kekule DVD 58 DVD Storage Binder M55 Red,Movie DVD,"Music, Movies and Audio Books",Borno,North East
14375,10 10 2014,124.84,369,13,Store,Xmas Holiday Promotion,SV Car Video LCD7 M7002 Black,Car Video,TV and Video,Anambra,South East
14376,16 02 2012,119.39,329,9,Store,Deeper Promotion,Kekule Home Theater System 2.1 Channel M1210 Silver,Home Theater System,TV and Video,Ebonyi,South East
14378,6 12 2013,25.45,47.95,18,Store,Deeper Promotion,NT Wireless Bluetooth Stereo Headphones E102 Blue,Bluetooth Headphones,Audio,Borno,North East
14379,30 05 2012,8.11,14.99,100,Store,No Discount,Kekule Rubberized Skin BlackBerry E100 Black,Cell phones Accessories,Cell phones,Jigawa,North West
14380,23 11 2014,125.41,382.95,8,Store,Convention Promotion,Proseware Laptop12 M210 Black,Laptops,Computers,Jigawa,North West
14381,25 06 2014,65.19,190,24,Store,Adventist Promotion,Proseware Screen 100in M1609 Black,Projectors & Screens,Computers,Edo,South South
14384,26 05 2012,203.38,499.9,36,Online,Easter Promotion,Simpson Desktop PC1.80 ED182 White,Desktops,Computers,Kwara,North Central
14385,2 08 2012,1.45,12.99,4,Store,August Promotion,Kekule 512MB MP3 Player E51 Blue,MP4&MP3,Audio,Kwara,North Central
14386,29 03 2013,100.2,338,12,Online,New Year Promotion,"A. Datum SLR Camera 35"" M358 Gold",Digital SLR Cameras,Cameras and camcorders ,Nasarawa,North Central
14387,23 05 2013,194.21,301,10,Store,No Discount,The Phone Company Sharp Touch Screen Phones M910 Grey,Touch Screen Phones ,Cell phones,Delta,South South
14388,9 07 2013,6.22,21.57,20,Reseller,No Discount,Kekule 2G MP3 Player E200 Black,MP4&MP3,Audio,Kwara,North Central
14390,21 12 2013,56.22,99.99,9,Store,Deeper Promotion,NT Wireless Bluetooth Stereo Headphones M402 Purple,Bluetooth Headphones,Audio,Cross River,South South
14392,4 04 2012,46.65,200,5,Store,No Discount,The Phone Company Touch Screen Phones - LCD M12 Gold,Touch Screen Phones ,Cell phones,Anambra,South East
14393,19 05 2014,16.01,22.9,20,Store,No Discount,Kekule ADSL Modem Splitter/Filter X 2 E200 Grey,Computers Accessories,Computers,Anambra,South East
14394,18 02 2013,267.81,339,9,Store,Deeper Promotion,Kekule Home Theater System 5.1 Channel M1520 Brown,Home Theater System,TV and Video,Edo,South South
14395,8 02 2014,25.16,189,18,Store,Deeper Promotion,The Phone Company Touch Screen Phones - CRT M11 Gold,Touch Screen Phones ,Cell phones,Borno,North East
14396,2 01 2014,774.71,"1,184.97",27,Catalog,Deeper Promotion,"Simpson 40"" LCD HDTV M690 White",Televisions,TV and Video,Ebonyi,South East
14397,10 06 2012,51.71,231,12,Store,Adventist Promotion,A. Datum Full Frame Digital Camera X300 Grey,Digital Cameras,Cameras and camcorders ,Delta,South South
14398,2 08 2013,125.42,860,12,Reseller,Adventist Promotion,Fabrikam Business Videographer 1/3'' 8.5mm M380 Grey,Camcorders,Cameras and camcorders ,Delta,South South
14399,14 03 2014,39.47,49,20,Store,No Discount,Proseware CRT15 E10 Black,Monitors,Computers,Delta,South South
14400,15 08 2013,511.63,799,9,Online,August Promotion,Litware Home Theater System 7.1 Channel M710 Silver,Home Theater System,TV and Video,Nasarawa,North Central
14401,23 03 2012,825.44,999,10,Store,No Discount,WWI Projector 720p DLP56 Black,Projectors & Screens,Computers,Rivers,South South
14405,30 01 2013,103.68,102,9,Store,Deeper Promotion,SV 80GB USB2.0 Portable Hard Disk E500 Blue,Computers Accessories,Computers,Edo,South South
14406,10 09 2012,14.58,15.9,5,Store,No Discount,Kekule USB Wave Multi-Media Keyboard E280 Grey,Computers Accessories,Computers,Delta,South South
14408,8 08 2014,76.03,763.51,9,Online,August Promotion,"Simpson 42"" LCD HDTV M55 Black",Televisions,TV and Video,Nasarawa,North Central
14409,13 08 2013,75.69,269.9,24,Store,Adventist Promotion,WWI Desktop PC1.80 E1801 Silver,Desktops,Computers,Delta,South South
14410,3 09 2013,91.81,198,9,Store,August Promotion,A. Datum Point Shoot Digital Camera M500 Orange,Digital Cameras,Cameras and camcorders ,Kwara,North Central
14411,27 10 2013,141.97,499,8,Online,Convention Promotion,Proseware Projector 480p DLP12 White,Projectors & Screens,Computers,Nasarawa,North Central
14412,12 02 2012,473.64,"2,295.00",9,Store,Deeper Promotion,Proseware Projector 1080p LCD86 Silver,Projectors & Screens,Computers,Anambra,South East
14413,18 12 2012,8.29,22.89,18,Store,Deeper Promotion,Kekule DVD 60 DVD Storage Binder L20 Black,Movie DVD,"Music, Movies and Audio Books",Delta,South South
14414,26 01 2013,8.79,13.5,9,Store,Deeper Promotion,Kekule Education Supplies Bundle E200 Grey,Computers Accessories,Computers,Edo,South South
14415,6 02 2013,307.06,329,9,Store,Deeper Promotion,Kekule Home Theater System 4.1 Channel M1410 Silver,Home Theater System,TV and Video,Ebonyi,South East
